train_number,class_type,amount
55603,SL,400.0
55603,3A,640.0
55603,2A,800.0
55603,1A,1200.0
55604,SL,400.0
55604,3A,640.0
55604,2A,800.0
55604,1A,1200.0
55607,SL,400.0
55607,3A,640.0
55607,2A,800.0
55607,1A,1200.0
55608,SL,400.0
55608,3A,640.0
55608,2A,800.0
55608,1A,1200.0
55609,SL,400.0
55609,3A,640.0
55609,2A,800.0
55609,1A,1200.0
55612,SL,400.0
55612,3A,640.0
55612,2A,800.0
55612,1A,1200.0
55618,SL,400.0
55618,3A,640.0
55618,2A,800.0
55618,1A,1200.0
55707,SL,400.0
55707,3A,640.0
55707,2A,800.0
55707,1A,1200.0
55708,SL,400.0
55708,3A,640.0
55708,2A,800.0
55708,1A,1200.0
55711,SL,400.0
55711,3A,640.0
55711,2A,800.0
55711,1A,1200.0
55712,SL,400.0
55712,3A,640.0
55712,2A,800.0
55712,1A,1200.0
55713,SL,400.0
55713,3A,640.0
55713,2A,800.0
55713,1A,1200.0
55714,SL,400.0
55714,3A,640.0
55714,2A,800.0
55714,1A,1200.0
55715,SL,400.0
55715,3A,640.0
55715,2A,800.0
55715,1A,1200.0
55716,SL,400.0
55716,3A,640.0
55716,2A,800.0
55716,1A,1200.0
55721,SL,400.0
55721,3A,640.0
55721,2A,800.0
55721,1A,1200.0
55725,SL,400.0
55725,3A,640.0
55725,2A,800.0
55725,1A,1200.0
55726,SL,400.0
55726,3A,640.0
55726,2A,800.0
55726,1A,1200.0
55727,SL,400.0
55727,3A,640.0
55727,2A,800.0
55727,1A,1200.0
55728,SL,400.0
55728,3A,640.0
55728,2A,800.0
55728,1A,1200.0
55729,SL,400.0
55729,3A,640.0
55729,2A,800.0
55729,1A,1200.0
55730,SL,400.0
55730,3A,640.0
55730,2A,800.0
55730,1A,1200.0
55731,SL,400.0
55731,3A,640.0
55731,2A,800.0
55731,1A,1200.0
55732,SL,400.0
55732,3A,640.0
55732,2A,800.0
55732,1A,1200.0
55733,SL,400.0
55733,3A,640.0
55733,2A,800.0
55733,1A,1200.0
55734,SL,400.0
55734,3A,640.0
55734,2A,800.0
55734,1A,1200.0
55735,SL,400.0
55735,3A,640.0
55735,2A,800.0
55735,1A,1200.0
55736,SL,400.0
55736,3A,640.0
55736,2A,800.0
55736,1A,1200.0
55737,SL,400.0
55737,3A,640.0
55737,2A,800.0
55737,1A,1200.0
55738,SL,400.0
55738,3A,640.0
55738,2A,800.0
55738,1A,1200.0
55739,SL,400.0
55739,3A,640.0
55739,2A,800.0
55739,1A,1200.0
55740,SL,400.0
55740,3A,640.0
55740,2A,800.0
55740,1A,1200.0
55741,SL,400.0
55741,3A,640.0
55741,2A,800.0
55741,1A,1200.0
55743,SL,400.0
55743,3A,640.0
55743,2A,800.0
55743,1A,1200.0
55744,SL,400.0
55744,3A,640.0
55744,2A,800.0
55744,1A,1200.0
55745,SL,400.0
55745,3A,640.0
55745,2A,800.0
55745,1A,1200.0
55746,SL,400.0
55746,3A,640.0
55746,2A,800.0
55746,1A,1200.0
55747,SL,400.0
55747,3A,640.0
55747,2A,800.0
55747,1A,1200.0
55748,SL,400.0
55748,3A,640.0
55748,2A,800.0
55748,1A,1200.0
55749,SL,400.0
55749,3A,640.0
55749,2A,800.0
55749,1A,1200.0
55750,SL,400.0
55750,3A,640.0
55750,2A,800.0
55750,1A,1200.0
55751,SL,400.0
55751,3A,640.0
55751,2A,800.0
55751,1A,1200.0
55752,SL,400.0
55752,3A,640.0
55752,2A,800.0
55752,1A,1200.0
55811,SL,400.0
55811,3A,640.0
55811,2A,800.0
55811,1A,1200.0
55815,SL,400.0
55815,3A,640.0
55815,2A,800.0
55815,1A,1200.0
56006,SL,400.0
56006,3A,640.0
56006,2A,800.0
56006,1A,1200.0
53429,SL,400.0
53429,3A,640.0
53429,2A,800.0
53429,1A,1200.0
53431,SL,400.0
53431,3A,640.0
53431,2A,800.0
53431,1A,1200.0
55754,SL,400.0
55754,3A,640.0
55754,2A,800.0
55754,1A,1200.0
55755,SL,400.0
55755,3A,640.0
55755,2A,800.0
55755,1A,1200.0
55756,SL,400.0
55756,3A,640.0
55756,2A,800.0
55756,1A,1200.0
55757,SL,400.0
55757,3A,640.0
55757,2A,800.0
55757,1A,1200.0
55758,SL,400.0
55758,3A,640.0
55758,2A,800.0
55758,1A,1200.0
55759,SL,400.0
55759,3A,640.0
55759,2A,800.0
55759,1A,1200.0
55760,SL,400.0
55760,3A,640.0
55760,2A,800.0
55760,1A,1200.0
55791,SL,400.0
55791,3A,640.0
55791,2A,800.0
55791,1A,1200.0
55792,SL,400.0
55792,3A,640.0
55792,2A,800.0
55792,1A,1200.0
55793,SL,400.0
55793,3A,640.0
55793,2A,800.0
55793,1A,1200.0
55794,SL,400.0
55794,3A,640.0
55794,2A,800.0
55794,1A,1200.0
55802,SL,400.0
55802,3A,640.0
55802,2A,800.0
55802,1A,1200.0
55805,SL,400.0
55805,3A,640.0
55805,2A,800.0
55805,1A,1200.0
55806,SL,400.0
55806,3A,640.0
55806,2A,800.0
55806,1A,1200.0
55809,SL,400.0
55809,3A,640.0
55809,2A,800.0
55809,1A,1200.0
55812,SL,400.0
55812,3A,640.0
55812,2A,800.0
55812,1A,1200.0
55816,SL,400.0
55816,3A,640.0
55816,2A,800.0
55816,1A,1200.0
55817,SL,400.0
55817,3A,640.0
55817,2A,800.0
55817,1A,1200.0
55818,SL,400.0
55818,3A,640.0
55818,2A,800.0
55818,1A,1200.0
55901,SL,400.0
55901,3A,640.0
55901,2A,800.0
55901,1A,1200.0
55902,SL,400.0
55902,3A,640.0
55902,2A,800.0
55902,1A,1200.0
55903,SL,400.0
55903,3A,640.0
55903,2A,800.0
55903,1A,1200.0
55904,SL,400.0
55904,3A,640.0
55904,2A,800.0
55904,1A,1200.0
55905,SL,400.0
55905,3A,640.0
55905,2A,800.0
55905,1A,1200.0
55906,SL,400.0
55906,3A,640.0
55906,2A,800.0
55906,1A,1200.0
55907,SL,400.0
55907,3A,640.0
55907,2A,800.0
55907,1A,1200.0
55908,SL,400.0
55908,3A,640.0
55908,2A,800.0
55908,1A,1200.0
55913,SL,400.0
55913,3A,640.0
55913,2A,800.0
55913,1A,1200.0
55914,SL,400.0
55914,3A,640.0
55914,2A,800.0
55914,1A,1200.0
56001,SL,400.0
56001,3A,640.0
56001,2A,800.0
56001,1A,1200.0
56002,SL,400.0
56002,3A,640.0
56002,2A,800.0
56002,1A,1200.0
56003,SL,400.0
56003,3A,640.0
56003,2A,800.0
56003,1A,1200.0
56005,SL,400.0
56005,3A,640.0
56005,2A,800.0
56005,1A,1200.0
56007,SL,400.0
56007,3A,640.0
56007,2A,800.0
56007,1A,1200.0
56008,SL,400.0
56008,3A,640.0
56008,2A,800.0
56008,1A,1200.0
56009,SL,400.0
56009,3A,640.0
56009,2A,800.0
56009,1A,1200.0
56010,SL,400.0
56010,3A,640.0
56010,2A,800.0
56010,1A,1200.0
56011,SL,400.0
56011,3A,640.0
56011,2A,800.0
56011,1A,1200.0
56012,SL,400.0
56012,3A,640.0
56012,2A,800.0
56012,1A,1200.0
56013,SL,400.0
56013,3A,640.0
56013,2A,800.0
56013,1A,1200.0
56037,SL,400.0
56037,3A,640.0
56037,2A,800.0
56037,1A,1200.0
56038,SL,400.0
56038,3A,640.0
56038,2A,800.0
56038,1A,1200.0
56039,SL,400.0
56039,3A,640.0
56039,2A,800.0
56039,1A,1200.0
56040,SL,400.0
56040,3A,640.0
56040,2A,800.0
56040,1A,1200.0
56213,SL,400.0
56213,3A,640.0
56213,2A,800.0
56213,1A,1200.0
56042,SL,400.0
56042,3A,640.0
56042,2A,800.0
56042,1A,1200.0
56043,SL,400.0
56043,3A,640.0
56043,2A,800.0
56043,1A,1200.0
56044,SL,400.0
56044,3A,640.0
56044,2A,800.0
56044,1A,1200.0
56045,SL,400.0
56045,3A,640.0
56045,2A,800.0
56045,1A,1200.0
56046,SL,400.0
56046,3A,640.0
56046,2A,800.0
56046,1A,1200.0
56102,SL,400.0
56102,3A,640.0
56102,2A,800.0
56102,1A,1200.0
56103,SL,400.0
56103,3A,640.0
56103,2A,800.0
56103,1A,1200.0
56136,SL,400.0
56136,3A,640.0
56136,2A,800.0
56136,1A,1200.0
56137,SL,400.0
56137,3A,640.0
56137,2A,800.0
56137,1A,1200.0
56139,SL,400.0
56139,3A,640.0
56139,2A,800.0
56139,1A,1200.0
56140,SL,400.0
56140,3A,640.0
56140,2A,800.0
56140,1A,1200.0
56141,SL,400.0
56141,3A,640.0
56141,2A,800.0
56141,1A,1200.0
56142,SL,400.0
56142,3A,640.0
56142,2A,800.0
56142,1A,1200.0
56143,SL,400.0
56143,3A,640.0
56143,2A,800.0
56143,1A,1200.0
56144,SL,400.0
56144,3A,640.0
56144,2A,800.0
56144,1A,1200.0
56145,SL,400.0
56145,3A,640.0
56145,2A,800.0
56145,1A,1200.0
56146,SL,400.0
56146,3A,640.0
56146,2A,800.0
56146,1A,1200.0
56147,SL,400.0
56147,3A,640.0
56147,2A,800.0
56147,1A,1200.0
56148,SL,400.0
56148,3A,640.0
56148,2A,800.0
56148,1A,1200.0
56149,SL,400.0
56149,3A,640.0
56149,2A,800.0
56149,1A,1200.0
56150,SL,400.0
56150,3A,640.0
56150,2A,800.0
56150,1A,1200.0
56151,SL,400.0
56151,3A,640.0
56151,2A,800.0
56151,1A,1200.0
56201,SL,400.0
56201,3A,640.0
56201,2A,800.0
56201,1A,1200.0
56202,SL,400.0
56202,3A,640.0
56202,2A,800.0
56202,1A,1200.0
56203,SL,400.0
56203,3A,640.0
56203,2A,800.0
56203,1A,1200.0
56204,SL,400.0
56204,3A,640.0
56204,2A,800.0
56204,1A,1200.0
56205,SL,400.0
56205,3A,640.0
56205,2A,800.0
56205,1A,1200.0
56206,SL,400.0
56206,3A,640.0
56206,2A,800.0
56206,1A,1200.0
56209,SL,400.0
56209,3A,640.0
56209,2A,800.0
56209,1A,1200.0
56210,SL,400.0
56210,3A,640.0
56210,2A,800.0
56210,1A,1200.0
56211,SL,400.0
56211,3A,640.0
56211,2A,800.0
56211,1A,1200.0
56212,SL,400.0
56212,3A,640.0
56212,2A,800.0
56212,1A,1200.0
56221,SL,400.0
56221,3A,640.0
56221,2A,800.0
56221,1A,1200.0
56222,SL,400.0
56222,3A,640.0
56222,2A,800.0
56222,1A,1200.0
56223,SL,400.0
56223,3A,640.0
56223,2A,800.0
56223,1A,1200.0
56224,SL,400.0
56224,3A,640.0
56224,2A,800.0
56224,1A,1200.0
56225,SL,400.0
56225,3A,640.0
56225,2A,800.0
56225,1A,1200.0
56226,SL,400.0
56226,3A,640.0
56226,2A,800.0
56226,1A,1200.0
56227,SL,400.0
56227,3A,640.0
56227,2A,800.0
56227,1A,1200.0
56228,SL,400.0
56228,3A,640.0
56228,2A,800.0
56228,1A,1200.0
56229,SL,400.0
56229,3A,640.0
56229,2A,800.0
56229,1A,1200.0
56230,SL,400.0
56230,3A,640.0
56230,2A,800.0
56230,1A,1200.0
56231,SL,400.0
56231,3A,640.0
56231,2A,800.0
56231,1A,1200.0
56232,SL,400.0
56232,3A,640.0
56232,2A,800.0
56232,1A,1200.0
56233,SL,400.0
56233,3A,640.0
56233,2A,800.0
56233,1A,1200.0
56234,SL,400.0
56234,3A,640.0
56234,2A,800.0
56234,1A,1200.0
56237,SL,400.0
56237,3A,640.0
56237,2A,800.0
56237,1A,1200.0
56004,SL,400.0
56004,3A,640.0
56004,2A,800.0
56004,1A,1200.0
56238,SL,400.0
56238,3A,640.0
56238,2A,800.0
56238,1A,1200.0
56239,SL,400.0
56239,3A,640.0
56239,2A,800.0
56239,1A,1200.0
56240,SL,400.0
56240,3A,640.0
56240,2A,800.0
56240,1A,1200.0
56241,SL,400.0
56241,3A,640.0
56241,2A,800.0
56241,1A,1200.0
56242,SL,400.0
56242,3A,640.0
56242,2A,800.0
56242,1A,1200.0
56262,SL,400.0
56262,3A,640.0
56262,2A,800.0
56262,1A,1200.0
56263,SL,400.0
56263,3A,640.0
56263,2A,800.0
56263,1A,1200.0
56264,SL,400.0
56264,3A,640.0
56264,2A,800.0
56264,1A,1200.0
56265,SL,400.0
56265,3A,640.0
56265,2A,800.0
56265,1A,1200.0
56266,SL,400.0
56266,3A,640.0
56266,2A,800.0
56266,1A,1200.0
56268,SL,400.0
56268,3A,640.0
56268,2A,800.0
56268,1A,1200.0
56269,SL,400.0
56269,3A,640.0
56269,2A,800.0
56269,1A,1200.0
56270,SL,400.0
56270,3A,640.0
56270,2A,800.0
56270,1A,1200.0
56271,SL,400.0
56271,3A,640.0
56271,2A,800.0
56271,1A,1200.0
56272,SL,400.0
56272,3A,640.0
56272,2A,800.0
56272,1A,1200.0
56273,SL,400.0
56273,3A,640.0
56273,2A,800.0
56273,1A,1200.0
56274,SL,400.0
56274,3A,640.0
56274,2A,800.0
56274,1A,1200.0
56300,SL,400.0
56300,3A,640.0
56300,2A,800.0
56300,1A,1200.0
56301,SL,400.0
56301,3A,640.0
56301,2A,800.0
56301,1A,1200.0
56302,SL,400.0
56302,3A,640.0
56302,2A,800.0
56302,1A,1200.0
56303,SL,400.0
56303,3A,640.0
56303,2A,800.0
56303,1A,1200.0
56307,SL,400.0
56307,3A,640.0
56307,2A,800.0
56307,1A,1200.0
56308,SL,400.0
56308,3A,640.0
56308,2A,800.0
56308,1A,1200.0
56309,SL,400.0
56309,3A,640.0
56309,2A,800.0
56309,1A,1200.0
56310,SL,400.0
56310,3A,640.0
56310,2A,800.0
56310,1A,1200.0
56311,SL,400.0
56311,3A,640.0
56311,2A,800.0
56311,1A,1200.0
56312,SL,400.0
56312,3A,640.0
56312,2A,800.0
56312,1A,1200.0
56313,SL,400.0
56313,3A,640.0
56313,2A,800.0
56313,1A,1200.0
56315,SL,400.0
56315,3A,640.0
56315,2A,800.0
56315,1A,1200.0
56316,SL,400.0
56316,3A,640.0
56316,2A,800.0
56316,1A,1200.0
56317,SL,400.0
56317,3A,640.0
56317,2A,800.0
56317,1A,1200.0
56318,SL,400.0
56318,3A,640.0
56318,2A,800.0
56318,1A,1200.0
56319,SL,400.0
56319,3A,640.0
56319,2A,800.0
56319,1A,1200.0
56321,SL,400.0
56321,3A,640.0
56321,2A,800.0
56321,1A,1200.0
56323,SL,400.0
56323,3A,640.0
56323,2A,800.0
56323,1A,1200.0
56324,SL,400.0
56324,3A,640.0
56324,2A,800.0
56324,1A,1200.0
56325,SL,400.0
56325,3A,640.0
56325,2A,800.0
56325,1A,1200.0
56331,SL,400.0
56331,3A,640.0
56331,2A,800.0
56331,1A,1200.0
56370,SL,400.0
56370,3A,640.0
56370,2A,800.0
56370,1A,1200.0
56503,SL,400.0
56503,3A,640.0
56503,2A,800.0
56503,1A,1200.0
56504,SL,400.0
56504,3A,640.0
56504,2A,800.0
56504,1A,1200.0
56505,SL,400.0
56505,3A,640.0
56505,2A,800.0
56505,1A,1200.0
56506,SL,400.0
56506,3A,640.0
56506,2A,800.0
56506,1A,1200.0
56511,SL,400.0
56511,3A,640.0
56511,2A,800.0
56511,1A,1200.0
56515,SL,400.0
56515,3A,640.0
56515,2A,800.0
56515,1A,1200.0
56516,SL,400.0
56516,3A,640.0
56516,2A,800.0
56516,1A,1200.0
55525,SL,400.0
55525,3A,640.0
55525,2A,800.0
55525,1A,1200.0
56332,SL,400.0
56332,3A,640.0
56332,2A,800.0
56332,1A,1200.0
56333,SL,400.0
56333,3A,640.0
56333,2A,800.0
56333,1A,1200.0
56334,SL,400.0
56334,3A,640.0
56334,2A,800.0
56334,1A,1200.0
56335,SL,400.0
56335,3A,640.0
56335,2A,800.0
56335,1A,1200.0
56336,SL,400.0
56336,3A,640.0
56336,2A,800.0
56336,1A,1200.0
56337,SL,400.0
56337,3A,640.0
56337,2A,800.0
56337,1A,1200.0
56338,SL,400.0
56338,3A,640.0
56338,2A,800.0
56338,1A,1200.0
56371,SL,400.0
56371,3A,640.0
56371,2A,800.0
56371,1A,1200.0
56374,SL,400.0
56374,3A,640.0
56374,2A,800.0
56374,1A,1200.0
56375,SL,400.0
56375,3A,640.0
56375,2A,800.0
56375,1A,1200.0
56376,SL,400.0
56376,3A,640.0
56376,2A,800.0
56376,1A,1200.0
56377,SL,400.0
56377,3A,640.0
56377,2A,800.0
56377,1A,1200.0
56379,SL,400.0
56379,3A,640.0
56379,2A,800.0
56379,1A,1200.0
56380,SL,400.0
56380,3A,640.0
56380,2A,800.0
56380,1A,1200.0
56381,SL,400.0
56381,3A,640.0
56381,2A,800.0
56381,1A,1200.0
56382,SL,400.0
56382,3A,640.0
56382,2A,800.0
56382,1A,1200.0
56383,SL,400.0
56383,3A,640.0
56383,2A,800.0
56383,1A,1200.0
56384,SL,400.0
56384,3A,640.0
56384,2A,800.0
56384,1A,1200.0
56391,SL,400.0
56391,3A,640.0
56391,2A,800.0
56391,1A,1200.0
56392,SL,400.0
56392,3A,640.0
56392,2A,800.0
56392,1A,1200.0
56501,SL,400.0
56501,3A,640.0
56501,2A,800.0
56501,1A,1200.0
56502,SL,400.0
56502,3A,640.0
56502,2A,800.0
56502,1A,1200.0
56507,SL,400.0
56507,3A,640.0
56507,2A,800.0
56507,1A,1200.0
56508,SL,400.0
56508,3A,640.0
56508,2A,800.0
56508,1A,1200.0
56509,SL,400.0
56509,3A,640.0
56509,2A,800.0
56509,1A,1200.0
56510,SL,400.0
56510,3A,640.0
56510,2A,800.0
56510,1A,1200.0
56512,SL,400.0
56512,3A,640.0
56512,2A,800.0
56512,1A,1200.0
56513,SL,400.0
56513,3A,640.0
56513,2A,800.0
56513,1A,1200.0
56514,SL,400.0
56514,3A,640.0
56514,2A,800.0
56514,1A,1200.0
56517,SL,400.0
56517,3A,640.0
56517,2A,800.0
56517,1A,1200.0
56518,SL,400.0
56518,3A,640.0
56518,2A,800.0
56518,1A,1200.0
56519,SL,400.0
56519,3A,640.0
56519,2A,800.0
56519,1A,1200.0
56520,SL,400.0
56520,3A,640.0
56520,2A,800.0
56520,1A,1200.0
56525,SL,400.0
56525,3A,640.0
56525,2A,800.0
56525,1A,1200.0
56526,SL,400.0
56526,3A,640.0
56526,2A,800.0
56526,1A,1200.0
56527,SL,400.0
56527,3A,640.0
56527,2A,800.0
56527,1A,1200.0
56528,SL,400.0
56528,3A,640.0
56528,2A,800.0
56528,1A,1200.0
56601,SL,400.0
56601,3A,640.0
56601,2A,800.0
56601,1A,1200.0
56613,SL,400.0
56613,3A,640.0
56613,2A,800.0
56613,1A,1200.0
56615,SL,400.0
56615,3A,640.0
56615,2A,800.0
56615,1A,1200.0
56640,SL,400.0
56640,3A,640.0
56640,2A,800.0
56640,1A,1200.0
56641,SL,400.0
56641,3A,640.0
56641,2A,800.0
56641,1A,1200.0
56642,SL,400.0
56642,3A,640.0
56642,2A,800.0
56642,1A,1200.0
56651,SL,400.0
56651,3A,640.0
56651,2A,800.0
56651,1A,1200.0
56700,SL,400.0
56700,3A,640.0
56700,2A,800.0
56700,1A,1200.0
56701,SL,400.0
56701,3A,640.0
56701,2A,800.0
56701,1A,1200.0
56602,SL,400.0
56602,3A,640.0
56602,2A,800.0
56602,1A,1200.0
56603,SL,400.0
56603,3A,640.0
56603,2A,800.0
56603,1A,1200.0
56604,SL,400.0
56604,3A,640.0
56604,2A,800.0
56604,1A,1200.0
56606,SL,400.0
56606,3A,640.0
56606,2A,800.0
56606,1A,1200.0
56607,SL,400.0
56607,3A,640.0
56607,2A,800.0
56607,1A,1200.0
56608,SL,400.0
56608,3A,640.0
56608,2A,800.0
56608,1A,1200.0
56609,SL,400.0
56609,3A,640.0
56609,2A,800.0
56609,1A,1200.0
56610,SL,400.0
56610,3A,640.0
56610,2A,800.0
56610,1A,1200.0
56612,SL,400.0
56612,3A,640.0
56612,2A,800.0
56612,1A,1200.0
56616,SL,400.0
56616,3A,640.0
56616,2A,800.0
56616,1A,1200.0
56617,SL,400.0
56617,3A,640.0
56617,2A,800.0
56617,1A,1200.0
56618,SL,400.0
56618,3A,640.0
56618,2A,800.0
56618,1A,1200.0
56619,SL,400.0
56619,3A,640.0
56619,2A,800.0
56619,1A,1200.0
56620,SL,400.0
56620,3A,640.0
56620,2A,800.0
56620,1A,1200.0
56621,SL,400.0
56621,3A,640.0
56621,2A,800.0
56621,1A,1200.0
56643,SL,400.0
56643,3A,640.0
56643,2A,800.0
56643,1A,1200.0
56644,SL,400.0
56644,3A,640.0
56644,2A,800.0
56644,1A,1200.0
56645,SL,400.0
56645,3A,640.0
56645,2A,800.0
56645,1A,1200.0
56646,SL,400.0
56646,3A,640.0
56646,2A,800.0
56646,1A,1200.0
56647,SL,400.0
56647,3A,640.0
56647,2A,800.0
56647,1A,1200.0
56650,SL,400.0
56650,3A,640.0
56650,2A,800.0
56650,1A,1200.0
56652,SL,400.0
56652,3A,640.0
56652,2A,800.0
56652,1A,1200.0
56653,SL,400.0
56653,3A,640.0
56653,2A,800.0
56653,1A,1200.0
56654,SL,400.0
56654,3A,640.0
56654,2A,800.0
56654,1A,1200.0
56655,SL,400.0
56655,3A,640.0
56655,2A,800.0
56655,1A,1200.0
56656,SL,400.0
56656,3A,640.0
56656,2A,800.0
56656,1A,1200.0
56657,SL,400.0
56657,3A,640.0
56657,2A,800.0
56657,1A,1200.0
56659,SL,400.0
56659,3A,640.0
56659,2A,800.0
56659,1A,1200.0
56661,SL,400.0
56661,3A,640.0
56661,2A,800.0
56661,1A,1200.0
56703,SL,400.0
56703,3A,640.0
56703,2A,800.0
56703,1A,1200.0
56707,SL,400.0
56707,3A,640.0
56707,2A,800.0
56707,1A,1200.0
56708,SL,400.0
56708,3A,640.0
56708,2A,800.0
56708,1A,1200.0
56709,SL,400.0
56709,3A,640.0
56709,2A,800.0
56709,1A,1200.0
56710,SL,400.0
56710,3A,640.0
56710,2A,800.0
56710,1A,1200.0
56712,SL,400.0
56712,3A,640.0
56712,2A,800.0
56712,1A,1200.0
56714,SL,400.0
56714,3A,640.0
56714,2A,800.0
56714,1A,1200.0
56733,SL,400.0
56733,3A,640.0
56733,2A,800.0
56733,1A,1200.0
56734,SL,400.0
56734,3A,640.0
56734,2A,800.0
56734,1A,1200.0
56735,SL,400.0
56735,3A,640.0
56735,2A,800.0
56735,1A,1200.0
56736,SL,400.0
56736,3A,640.0
56736,2A,800.0
56736,1A,1200.0
56806,SL,400.0
56806,3A,640.0
56806,2A,800.0
56806,1A,1200.0
56808,SL,400.0
56808,3A,640.0
56808,2A,800.0
56808,1A,1200.0
56812,SL,400.0
56812,3A,640.0
56812,2A,800.0
56812,1A,1200.0
56821,SL,400.0
56821,3A,640.0
56821,2A,800.0
56821,1A,1200.0
56824,SL,400.0
56824,3A,640.0
56824,2A,800.0
56824,1A,1200.0
56826,SL,400.0
56826,3A,640.0
56826,2A,800.0
56826,1A,1200.0
56829,SL,400.0
56829,3A,640.0
56829,2A,800.0
56829,1A,1200.0
14523,SL,400.0
14523,3A,640.0
14523,2A,800.0
14523,1A,1200.0
53426,SL,400.0
53426,3A,640.0
53426,2A,800.0
53426,1A,1200.0
53428,SL,400.0
53428,3A,640.0
53428,2A,800.0
53428,1A,1200.0
55610,SL,400.0
55610,3A,640.0
55610,2A,800.0
55610,1A,1200.0
56704,SL,400.0
56704,3A,640.0
56704,2A,800.0
56704,1A,1200.0
56705,SL,400.0
56705,3A,640.0
56705,2A,800.0
56705,1A,1200.0
56706,SL,400.0
56706,3A,640.0
56706,2A,800.0
56706,1A,1200.0
56711,SL,400.0
56711,3A,640.0
56711,2A,800.0
56711,1A,1200.0
56713,SL,400.0
56713,3A,640.0
56713,2A,800.0
56713,1A,1200.0
56721,SL,400.0
56721,3A,640.0
56721,2A,800.0
56721,1A,1200.0
56722,SL,400.0
56722,3A,640.0
56722,2A,800.0
56722,1A,1200.0
56724,SL,400.0
56724,3A,640.0
56724,2A,800.0
56724,1A,1200.0
56725,SL,400.0
56725,3A,640.0
56725,2A,800.0
56725,1A,1200.0
56726,SL,400.0
56726,3A,640.0
56726,2A,800.0
56726,1A,1200.0
56761,SL,400.0
56761,3A,640.0
56761,2A,800.0
56761,1A,1200.0
56762,SL,400.0
56762,3A,640.0
56762,2A,800.0
56762,1A,1200.0
56763,SL,400.0
56763,3A,640.0
56763,2A,800.0
56763,1A,1200.0
56764,SL,400.0
56764,3A,640.0
56764,2A,800.0
56764,1A,1200.0
56765,SL,400.0
56765,3A,640.0
56765,2A,800.0
56765,1A,1200.0
56766,SL,400.0
56766,3A,640.0
56766,2A,800.0
56766,1A,1200.0
56767,SL,400.0
56767,3A,640.0
56767,2A,800.0
56767,1A,1200.0
56768,SL,400.0
56768,3A,640.0
56768,2A,800.0
56768,1A,1200.0
56805,SL,400.0
56805,3A,640.0
56805,2A,800.0
56805,1A,1200.0
56807,SL,400.0
56807,3A,640.0
56807,2A,800.0
56807,1A,1200.0
56811,SL,400.0
56811,3A,640.0
56811,2A,800.0
56811,1A,1200.0
56822,SL,400.0
56822,3A,640.0
56822,2A,800.0
56822,1A,1200.0
56823,SL,400.0
56823,3A,640.0
56823,2A,800.0
56823,1A,1200.0
56827,SL,400.0
56827,3A,640.0
56827,2A,800.0
56827,1A,1200.0
56828,SL,400.0
56828,3A,640.0
56828,2A,800.0
56828,1A,1200.0
56830,SL,400.0
56830,3A,640.0
56830,2A,800.0
56830,1A,1200.0
56835,SL,400.0
56835,3A,640.0
56835,2A,800.0
56835,1A,1200.0
56836,SL,400.0
56836,3A,640.0
56836,2A,800.0
56836,1A,1200.0
56837,SL,400.0
56837,3A,640.0
56837,2A,800.0
56837,1A,1200.0
56838,SL,400.0
56838,3A,640.0
56838,2A,800.0
56838,1A,1200.0
56839,SL,400.0
56839,3A,640.0
56839,2A,800.0
56839,1A,1200.0
56840,SL,400.0
56840,3A,640.0
56840,2A,800.0
56840,1A,1200.0
56845,SL,400.0
56845,3A,640.0
56845,2A,800.0
56845,1A,1200.0
56846,SL,400.0
56846,3A,640.0
56846,2A,800.0
56846,1A,1200.0
56859,SL,400.0
56859,3A,640.0
56859,2A,800.0
56859,1A,1200.0
56861,SL,400.0
56861,3A,640.0
56861,2A,800.0
56861,1A,1200.0
56863,SL,400.0
56863,3A,640.0
56863,2A,800.0
56863,1A,1200.0
56865,SL,400.0
56865,3A,640.0
56865,2A,800.0
56865,1A,1200.0
56873,SL,400.0
56873,3A,640.0
56873,2A,800.0
56873,1A,1200.0
56877,SL,400.0
56877,3A,640.0
56877,2A,800.0
56877,1A,1200.0
56904,SL,400.0
56904,3A,640.0
56904,2A,800.0
56904,1A,1200.0
56905,SL,400.0
56905,3A,640.0
56905,2A,800.0
56905,1A,1200.0
56906,SL,400.0
56906,3A,640.0
56906,2A,800.0
56906,1A,1200.0
55029,SL,400.0
55029,3A,640.0
55029,2A,800.0
55029,1A,1200.0
56833,SL,400.0
56833,3A,640.0
56833,2A,800.0
56833,1A,1200.0
56841,SL,400.0
56841,3A,640.0
56841,2A,800.0
56841,1A,1200.0
56843,SL,400.0
56843,3A,640.0
56843,2A,800.0
56843,1A,1200.0
56847,SL,400.0
56847,3A,640.0
56847,2A,800.0
56847,1A,1200.0
56848,SL,400.0
56848,3A,640.0
56848,2A,800.0
56848,1A,1200.0
56851,SL,400.0
56851,3A,640.0
56851,2A,800.0
56851,1A,1200.0
56852,SL,400.0
56852,3A,640.0
56852,2A,800.0
56852,1A,1200.0
56862,SL,400.0
56862,3A,640.0
56862,2A,800.0
56862,1A,1200.0
56864,SL,400.0
56864,3A,640.0
56864,2A,800.0
56864,1A,1200.0
56866,SL,400.0
56866,3A,640.0
56866,2A,800.0
56866,1A,1200.0
56874,SL,400.0
56874,3A,640.0
56874,2A,800.0
56874,1A,1200.0
56878,SL,400.0
56878,3A,640.0
56878,2A,800.0
56878,1A,1200.0
